House ID,Built_Date,Priced_date,Garden,dock_dist,capital_dist,royalMarket_dist,guardingTower_dist,river_dist,renovation,dining,bedroom,bathroom,kingVisit,curse,blessing,farm_land,location,holy_tree,knight_house_dist,builder
"6e32d5b6
",1606,1609,0,72.979347,68.347073,66.602162,21.463548,14.622076,0,4,2,4,0,0,92,1,NaN,1,78.594989,0
"6e32d5fa
",1604,1612,0,NaN,41.525156,80.659266,106.329489,87.554465,0,NaN,2,4,0,0,118,1,1,NaN,52.058128,0
"6e32d621
",1602,1607,1,26.366804,10.751593,20.160618,4.396858,63.833387,0,NaN,4,4,1,NaN,149,0,0,NaN,21.519002,0
"6e32d653
",1600,1608,0,83.125750,32.009381,6.967004,237.180909,10.006391,0,NaN,3,2,0,1,128,1,2,NaN,42.844727,0
"6e32d65a
",1605,1607,0,104.336674,91.503244,42.641175,87.265123,43.742595,0,3,2,4,0,0,68,1,1,NaN,101.584846,0
"6e32d675
",1602,1608,1,22.733220,NaN,50.616050,222.764212,39.853352,NaN,4,3,4,1,0,74,0,3,1,NaN,0
"6e32d6ec
",1605,1612,0,32.778152,39.335230,46.037998,106.244859,21.599697,0,3,NaN,4,0,0,121,1,2,1,50.137683,0
"6e32d6ff
",1604,1612,0,38.723276,12.311670,44.829363,16.475292,17.769839,0,2,2,4,0,0,148,1,1,NaN,23.021557,0
"6e32d711
",1605,1612,0,28.254131,20.812951,24.142442,248.660499,2.189447,0,2,2,2,0,0,139,1,1,NaN,31.530613,0
"6e32d7b5
",1604,1611,0,55.823443,5.134405,15.071091,137.720057,62.371782,0,3,3,3,0,0,155,1,2,1,15.870721,0
"6e32d7de
",1600,1611,0,77.178597,12.818926,29.397304,104.395568,19.416002,0,4,2,2,0,NaN,147,2,0,1,23.252372,0
"6e32d7e7
",1600,1610,0,1.467809,39.575028,52.480750,102.150075,44.688567,1,4,2,3,0,0,120,1,1,1,50.219700,0
"6e32d7f7
",1604,1612,0,29.343361,NaN,NaN,76.970324,11.550646,1,3,2,4,0,1,74,1,0,0,NaN,0
"6e32d80d
",1604,1607,0,43.308427,43.776701,43.559832,48.611809,73.753749,NaN,3,4,2,0,NaN,116,2,NaN,1,53.900852,0
"6e32d896
",1602,1607,0,5.199882,13.210754,33.683798,94.385622,27.752067,NaN,3,2,3,0,0,147,1,1,1,23.249390,0
"6e32d8be
",1600,1610,1,16.166707,101.425697,120.480445,214.380435,14.316628,0,2,3,4,1,0,59,0,1,1,111.815132,0
"6e32d92a
",1603,1610,1,7.340811,11.626535,2.969159,19.527763,2.127443,0,2,2,4,1,0,148,0,1,1,22.285341,0
"6e32d93e
",1601,1607,0,3.275924,52.292404,7.547997,139.402640,22.829718,1,2,2,4,0,0,108,1,NaN,1,62.451459,0
"6e32d945
",1602,1607,0,51.652860,34.030773,64.948857,97.007408,26.739409,0,3,2,4,0,1,126,2,0,0,44.507222,0
"6e32d94b
",1602,1609,0,6.676025,23.393983,35.721388,90.638097,13.909392,NaN,4,4,4,0,1,137,1,3,1,33.505463,0
"6e32d99a
",1601,1611,0,58.824426,5.596892,15.008746,32.820676,13.827031,0,3,3,4,0,0,154,1,1,1,15.931279,0
"6e32d9fd
",1603,1607,0,12.526223,2.087338,51.601090,56.858607,43.996068,0,4,2,3,0,NaN,158,1,3,1,12.807202,0
"6e32da1d
",1604,1609,0,9.223375,12.955231,88.088107,108.431464,12.132057,1,3,3,4,0,0,147,1,1,1,23.793021,0
"6e32da37
",1601,1609,0,38.419444,16.022180,43.842614,98.827479,19.632429,0,2,3,3,0,0,144,2,1,1,26.024293,0
"6e32da9a
",1605,1609,1,43.299084,53.806216,18.853059,151.529582,48.583086,1,3,2,4,1,0,106,0,0,1,63.924799,0
"6e32dabb
",1605,1611,0,15.935259,10.184655,NaN,92.357947,15.449139,0,2,2,3,0,0,150,1,NaN,NaN,20.366987,0
"6e32db08
",1605,1612,0,11.523713,87.973298,15.376790,112.983892,80.233985,0,NaN,2,3,0,0,72,1,NaN,1,98.711887,0
"6e32db20
",1603,1608,0,15.460260,7.434185,18.379269,95.434094,13.449091,0,3,3,2,0,0,153,2,1,1,17.443489,0
"6e32db25
",1604,1608,NaN,15.849066,15.696596,103.469976,186.803229,78.881186,1,4,3,3,0,NaN,144,2,3,1,26.586301,0
"6e32db4f
",1602,1608,0,47.874459,0.672768,NaN,123.965509,38.988267,0,2,3,4,0,0,159,1,NaN,1,11.511937,0
"6e32dbb8
",1602,1610,0,49.615816,123.454633,25.094486,244.284057,52.705442,0,2,2,4,0,1,37,1,1,NaN,133.739395,0
"6e32dbf1
",1605,1608,0,NaN,NaN,92.935618,11.029339,72.913419,0,2,4,4,0,0,74,2,3,1,NaN,0
"6e32dc24
",1604,1612,0,44.823274,5.404916,23.778922,30.281424,5.730475,0,4,NaN,3,0,0,155,1,NaN,1,15.712186,0
"6e32dcf6
",1605,1610,NaN,88.964305,28.174055,84.080113,22.450239,17.860344,0,NaN,4,3,0,0,132,1,NaN,1,39.068399,0
"6e32dd65
",1603,1610,0,27.201874,87.170081,21.704714,139.502086,56.897865,0,4,3,2,0,1,73,1,1,NaN,97.790997,0
"6e32dda9
",1603,1609,0,26.687994,NaN,32.268293,11.903833,15.684359,0,3,2,4,0,0,74,1,1,1,NaN,0
"6e32dde0
",1601,1608,0,24.163490,37.969223,NaN,39.814316,0.217141,0,2,4,4,0,1,122,1,NaN,0,48.636099,0
"6e32de28
",1602,1611,0,12.605132,11.295584,46.002054,34.036435,8.416015,0,2,3,4,0,1,149,2,0,0,21.851463,0
"6e32deaa
",1600,1608,0,16.724667,11.002872,41.762959,64.170121,22.754808,NaN,2,2,2,0,1,149,1,2,NaN,21.756024,0
"6e32df00
",1605,1612,0,59.212727,120.657143,45.360488,77.679897,52.659190,0,4,2,4,0,1,39,2,2,NaN,130.965080,0
"6e32df2e
",1602,1611,0,125.126236,10.314759,28.717444,77.198389,8.092795,0,4,4,3,0,0,150,2,3,1,20.564642,0
"6e32e01e
",1603,1610,0,1.810028,1.947959,NaN,255.264298,64.844456,0,3,3,4,0,0,158,1,3,1,12.535440,0
"6e32e097
",1602,1608,0,15.839628,45.370150,24.720838,90.376196,82.071164,0,NaN,2,NaN,0,NaN,115,2,2,NaN,55.949524,0
"6e32e0ce
",1606,1610,0,65.144325,7.909118,33.088162,115.476211,11.190709,1,2,4,3,0,0,152,2,2,1,18.846020,0
"6e32e0d0
",1602,1611,NaN,13.081048,9.110691,NaN,144.365165,47.023063,0,NaN,4,4,0,0,151,2,NaN,1,19.492473,0
"6e32e16d
",1606,1607,0,16.634217,16.621247,10.168153,157.431607,54.528670,0,3,2,NaN,0,0,143,1,1,NaN,27.416700,0
"6e32e16f
",1606,1611,0,47.596500,44.805686,27.371908,107.713198,39.246439,0,2,3,3,0,0,115,1,2,1,55.456055,0
"6e32e1d4
",1603,1608,0,82.147534,32.661442,80.110730,43.606171,8.795478,0,2,4,2,0,0,127,2,3,1,43.416195,0
"6e32e221
",1605,1611,0,28.324443,3.842490,20.863578,14.166289,67.382412,0,3,2,3,0,1,156,1,2,0,14.297767,0
"6e32e250
",1601,1609,0,45.183620,54.931293,42.081209,108.230261,59.184777,0,NaN,4,3,0,0,105,1,1,NaN,65.181369,0
"6e32e28f
",1605,1607,0,135.265118,37.745845,NaN,107.812637,26.799044,1,2,4,2,0,0,122,2,1,NaN,47.842156,0
"6e32e2a4
",1604,1608,0,51.315595,51.725024,7.025047,111.925077,73.166352,NaN,NaN,2,4,0,0,108,1,0,1,61.864059,0
"6e32e2d9
",1601,1607,0,NaN,NaN,NaN,189.283205,36.118357,0,4,2,4,0,0,74,1,1,1,NaN,0
"6e32e347
",1605,1608,0,30.305332,NaN,6.059265,65.460140,7.488545,0,3,3,2,0,0,74,2,NaN,1,NaN,0
"6e32e3c3
",1606,1609,0,3.001910,89.180123,105.585376,71.619233,50.052076,1,NaN,4,4,0,0,71,2,1,1,99.635513,0
"6e32e404
",1605,1608,0,114.300282,2.414506,55.800295,188.085562,19.233236,0,2,3,4,0,0,158,1,1,1,12.860578,0
"6e32e51e
",1605,1608,1,22.385752,40.107603,30.616839,39.002151,42.543711,0,3,4,4,1,1,120,0,NaN,0,50.767657,0
"6e32e5cf
",1600,1609,0,34.049228,26.389844,NaN,193.666615,1.109117,1,4,4,2,0,0,134,1,1,1,36.464229,0
"6e32e5f7
",1605,1610,0,16.562080,15.022811,109.878399,152.610656,14.568437,0,2,2,4,0,0,145,1,1,NaN,25.187162,0
"6e32e680
",1600,1609,0,41.427792,4.474864,134.990890,108.243280,51.250841,0,3,4,3,0,1,156,1,1,0,15.302723,0
"6e32e6ef
",1604,1609,0,13.565720,16.203653,52.308181,80.594030,42.641244,1,2,2,3,0,0,144,1,3,NaN,26.567956,0
"6e32e73d
",1605,1612,0,82.168654,94.812580,71.117208,148.822825,55.926967,1,4,3,3,0,0,65,1,1,1,104.857114,0
"6e32e752
",1600,1609,1,127.480179,26.950686,NaN,153.517237,39.922491,0,4,2,3,1,0,133,0,1,NaN,37.751382,0
"6e32e761
",1601,1607,0,62.236922,87.094436,32.054481,136.223987,70.016776,0,2,2,2,0,0,73,1,1,NaN,97.591846,0
"6e32e7f3
",1601,1608,0,36.539896,55.464302,86.703919,127.638044,10.789867,NaN,4,4,NaN,0,0,105,1,0,1,65.896359,0
"6e32e804
",1601,1609,1,16.072991,39.069937,73.194330,136.762181,17.511452,0,4,2,3,1,0,121,0,3,NaN,49.452000,0
"6e32e8a3
",1605,1611,0,61.838045,16.498299,31.776391,182.154267,14.830369,0,NaN,2,4,0,0,144,2,3,NaN,26.581370,0
"6e32e93d
",1605,1609,NaN,66.435503,17.236429,NaN,101.288435,35.670145,0,3,4,3,0,NaN,143,1,1,1,28.079591,0
"6e32ea1a
",1606,1612,0,32.401974,109.034404,120.638986,1.119132,20.098718,NaN,2,3,2,0,0,51,1,2,1,119.847100,0
"6e32eade
",1600,1612,0,48.233534,43.952529,24.276904,107.793152,3.298415,1,3,2,2,0,1,116,2,1,0,54.548967,0
"6e32eb2e
",1606,1611,0,1.776603,111.873341,46.738290,110.787455,10.520413,0,2,4,4,0,0,48,2,3,1,122.499701,0
"6e32eba2
",1601,1607,0,108.148432,99.508893,54.003577,137.856256,54.188680,0,4,2,2,0,0,60,1,1,1,109.624339,0
"6e32ebe3
",1603,1612,1,18.372118,58.798303,77.258708,204.578363,22.760581,0,3,3,2,1,NaN,101,0,1,1,69.593700,0
"6e32ec34
",1602,1607,0,54.682880,5.221499,NaN,77.372943,19.719589,1,4,3,2,0,0,155,2,3,1,15.719702,0
"6e32ec41
",1605,1608,NaN,57.964000,127.834545,5.321363,116.266894,14.385904,0,2,2,3,0,NaN,32,1,3,1,137.883270,0
"6e32ec5a
",1601,1609,1,23.510414,49.295210,151.288415,131.881960,20.168419,0,2,3,4,1,0,111,0,1,1,59.439963,0
"6e32ec6c
",1606,1609,0,70.255352,33.257968,83.186841,80.520978,29.912950,0,4,NaN,3,0,0,127,1,2,1,43.873319,0
"6e32ec80
",1604,1610,0,65.831653,19.192357,53.079043,58.662218,2.972107,0,4,4,3,0,0,141,1,0,1,29.319049,0
"6e32ece6
",1602,1609,0,55.439489,NaN,48.120112,42.567072,60.529479,0,2,2,2,0,0,74,1,1,NaN,NaN,0
"6e32ed04
",1601,1611,0,NaN,8.058761,20.311868,46.381771,69.937763,0,3,2,4,0,NaN,152,1,3,1,18.482930,0
"6e32ed11
",1603,1607,0,17.129436,17.201414,31.403159,222.775042,10.593750,0,2,3,3,0,0,143,1,0,NaN,27.304674,0
"6e32ed33
",1604,1609,0,NaN,35.271252,101.858187,85.347641,20.584175,0,3,2,3,0,1,125,1,2,0,46.270155,0
"6e32ed5a
",1603,1609,1,NaN,30.996251,56.341857,110.892347,11.575105,0,3,4,2,1,0,129,0,NaN,NaN,41.112673,0
"6e32ed6a
",1604,1607,0,NaN,35.665605,39.916627,NaN,48.211436,1,4,3,3,0,1,124,2,0,NaN,45.997921,0
"6e32ed82
",1604,1609,NaN,10.979684,42.896108,15.964731,74.782183,92.201144,NaN,4,3,2,0,0,117,1,NaN,1,53.186859,0
"6e32ed87
",1604,1607,0,10.596388,1.603441,0.781043,85.074174,10.146601,0,3,2,4,0,0,158,1,1,1,12.554745,0
"6e32edb5
",1605,1612,1,10.357316,136.261606,39.595299,62.236329,2.193224,0,3,4,3,1,NaN,24,0,2,1,146.286293,0
"6e32edd2
",1605,1609,0,17.422897,108.569001,NaN,158.955427,19.399077,0,4,4,3,0,0,51,1,1,NaN,119.382068,0
"6e32ee37
",1602,1612,1,27.342540,82.333804,NaN,143.918899,15.034108,0,4,4,4,1,0,78,0,1,1,93.197305,0
"6e32eeb4
",1602,1612,0,23.844463,29.617033,8.060128,49.506017,29.606564,1,2,2,3,0,0,130,1,0,NaN,40.589013,0
"6e32eece
",1603,1611,1,NaN,72.789621,17.755532,86.666803,13.092128,0,NaN,2,2,1,1,87,0,1,0,82.794337,0
"6e32ef34
",1605,1611,1,25.677081,7.700493,116.374439,216.412141,11.277010,0,4,3,3,1,0,152,0,0,NaN,18.011070,0
"6e32ef46
",1605,1611,0,17.400528,35.943465,14.721643,63.783963,40.012636,0,2,4,NaN,0,0,124,1,2,1,46.349177,0
"6e32ef67
",1601,1607,1,NaN,106.493211,78.748674,NaN,18.117324,0,3,3,4,1,NaN,54,0,3,1,117.181909,0
"6e32ef72
",1600,1611,0,43.940734,12.563324,NaN,157.878727,6.119341,0,4,3,3,0,0,147,2,2,1,22.621680,0
"6e32ef77
",1600,1612,0,44.031469,44.330330,78.955361,0.450249,46.391247,0,3,4,4,0,NaN,116,1,1,1,54.753260,0
"6e32ef8e
",1606,1610,0,110.118335,34.550214,37.741367,200.942988,20.646128,NaN,2,3,2,0,0,125,1,0,NaN,45.317170,0
"6e32ef9a
",1600,1608,0,3.671644,35.895927,19.706329,218.234610,1.484831,0,4,3,4,0,0,124,1,1,1,46.476368,0
"6e32efbe
",1601,1608,0,83.609847,17.522181,46.323461,27.705017,21.186655,0,3,3,3,0,0,142,1,3,1,27.619672,0
"6e32efda
",1605,1611,0,29.119829,68.715839,56.819087,111.436447,58.761653,0,3,4,4,0,0,91,1,1,NaN,79.488045,0
"6e32efef
",1603,1609,0,124.243408,8.968649,47.029924,253.303806,80.232822,0,2,3,3,0,0,151,1,1,NaN,19.598181,0
"6e32f028
",1605,1608,0,21.430115,NaN,29.429765,93.401564,64.320938,0,2,3,3,0,0,74,1,2,1,NaN,0
"6e32f046
",1601,1609,0,45.215836,55.124470,5.889244,0.475582,13.680943,0,2,3,4,0,0,105,1,1,1,66.055376,0
"6e32f064
",1602,1609,0,15.357443,124.635107,50.781155,35.364809,10.348242,0,2,NaN,3,0,0,35,1,0,1,134.680243,0
"6e32f07a
",1605,1610,NaN,NaN,19.939251,39.649438,197.959578,54.328003,0,2,4,3,0,0,140,1,1,1,30.397395,0
"6e32f097
",1600,1611,1,46.535492,58.220653,79.211076,104.548937,51.080164,0,2,3,3,1,0,102,0,1,1,69.049665,0
"6e32f09d
",1605,1607,0,119.788480,55.898123,39.086320,5.319130,37.526751,0,3,2,3,0,0,104,1,1,1,66.036172,0
"6e32f0c8
",1603,1608,0,3.599181,27.305139,1.104552,166.209940,64.792270,NaN,NaN,2,4,0,0,133,1,0,1,38.180489,0
"6e32f0d0
",1602,1608,0,125.206651,20.219826,132.701742,290.020054,11.492652,0,4,4,3,0,0,140,1,1,1,30.343218,0
"6e32f100
",1604,1608,0,25.458650,12.048078,70.831585,54.018310,39.731967,1,2,4,2,0,0,148,1,NaN,1,22.325481,0
"6e32f140
",1603,1612,NaN,13.399839,12.246635,34.685199,127.169718,6.083975,0,4,3,3,0,0,148,2,0,NaN,22.831679,0
"6e32f18e
",1601,1609,0,36.284290,132.383351,NaN,49.934311,59.038717,NaN,NaN,4,4,0,NaN,28,1,1,1,143.364387,0
"6e32f1b4
",1600,1610,1,24.591274,47.897837,16.105396,53.629348,30.798371,0,2,4,3,1,0,112,0,0,1,58.562252,0
"6e32f2a3
",1606,1611,0,80.026362,9.073217,65.848674,120.839678,43.854493,0,4,2,2,0,0,151,1,NaN,NaN,19.222162,0
"6e32f2f2
",1601,1608,0,NaN,9.000232,93.506309,70.121423,3.268812,0,4,2,3,0,1,151,1,1,0,19.076888,0
"6e32f2f4
",1605,1612,1,32.463429,62.126085,49.262813,134.237321,9.324663,NaN,2,2,NaN,1,0,98,0,1,1,72.402369,0
"6e32f2fc
",1601,1607,0,26.947252,18.108261,44.611907,NaN,14.442153,0,3,2,2,0,1,142,1,1,1,28.349126,0
"6e32f365
",1606,1612,0,32.190270,53.843968,NaN,6.069190,64.399672,NaN,3,3,3,0,0,106,1,0,1,64.804991,0
"6e32f4a9
",1604,1609,0,116.242231,49.978370,90.899943,164.379523,17.010209,0,3,2,2,0,1,110,1,0,1,60.745818,0
"6e32f4de
",1604,1607,0,1.202749,45.166705,9.753555,132.036314,3.921731,0,2,3,4,0,0,115,1,0,1,55.564060,0
"6e32f519
",1606,1612,0,30.856003,1.353889,111.704591,62.740717,18.932910,0,3,2,3,0,0,159,2,0,1,11.865660,0
"6e32f59d
",1600,1608,0,70.105522,19.498317,0.998531,108.971535,20.006710,0,2,2,4,0,0,141,1,0,1,29.691339,0
"6e32f5ca
",1604,1608,0,78.651069,126.332389,3.420058,97.920472,46.863148,0,4,3,2,0,0,34,1,0,1,137.019477,0
"6e32f5f0
",1603,1608,0,16.657470,29.860039,50.465295,84.062681,22.202380,1,2,3,NaN,0,0,130,1,1,1,40.379132,0
"6e32f611
",1602,1610,0,20.075593,32.753780,42.588087,86.424196,15.184530,0,4,4,3,0,0,127,2,3,1,43.406444,0
"6e32f61e
",1602,1610,0,140.127085,32.772619,67.084998,4.647844,5.733300,1,2,3,4,0,0,127,1,2,1,43.378418,0
"6e32f636
",1602,1612,0,24.031289,13.931887,28.666679,211.563312,19.793516,1,2,4,3,0,0,146,1,1,1,24.452720,0
"6e32f642
",1604,1607,1,NaN,4.082522,121.421343,11.765375,11.587605,0,2,3,3,1,1,156,0,1,0,14.235091,0
"6e32f66a
",1605,1610,0,65.528977,100.731083,NaN,183.838863,5.086597,0,3,2,4,0,0,59,1,3,1,111.539645,0
"6e32f683
",1600,1610,1,27.544670,18.598936,50.429949,42.019876,31.767058,0,2,2,2,1,0,141,0,1,NaN,28.840845,0
"6e32f6b9
",1605,1609,0,78.608881,13.671628,11.157861,49.148938,51.746624,0,3,4,3,0,0,146,1,1,1,24.295095,0
"6e32f6bf
",1603,1612,NaN,117.905243,NaN,48.335609,175.176131,30.146237,1,2,4,2,0,0,74,2,2,1,NaN,0
"6e32f6d4
",1603,1610,NaN,10.155018,10.784520,85.455286,20.759348,5.429708,0,2,2,4,0,0,149,1,1,1,21.040000,0
"6e32f731
",1604,1612,0,33.230726,70.437863,54.949415,9.662734,10.404288,0,3,4,3,0,0,90,2,3,1,81.095996,0
"6e32f748
",1603,1609,0,88.131035,59.773768,NaN,197.216612,15.966256,0,3,2,4,0,0,100,2,0,1,70.196352,0
"6e32f74c
",1604,1612,1,91.016336,1.231885,105.479176,94.905021,20.224894,1,3,3,3,1,0,159,0,1,1,11.853678,0
"6e32f7f1
",1601,1609,0,128.530362,34.104963,2.479617,131.188328,7.238237,0,3,2,2,0,0,126,1,3,NaN,44.282413,0
"6e32f821
",1601,1608,0,39.492027,25.769042,NaN,189.794773,16.625230,0,2,2,4,0,1,134,1,1,NaN,35.988588,0
"6e32f82c
",1606,1612,NaN,15.343433,46.266575,29.122007,104.553133,14.973699,1,2,4,4,0,1,114,1,1,0,57.038627,0
"6e32f8e1
",1601,1608,NaN,95.893027,27.715658,14.912003,65.001705,1.399343,0,NaN,2,4,0,0,132,2,1,1,38.448378,0
"6e32f8e4
",1602,1609,1,17.739111,14.461090,49.031110,33.785091,38.969306,0,4,4,3,1,0,146,0,0,1,24.848816,0
"6e32f981
",1604,1612,0,62.117424,30.577891,NaN,59.024156,59.295964,1,4,2,2,0,0,129,1,0,1,40.672612,0
"6e32f9b2
",1600,1609,0,NaN,0.934908,94.368234,32.101892,78.164263,0,4,3,4,0,0,159,1,1,NaN,11.450716,0
"6e32f9c8
",1604,1609,0,95.371340,68.004062,3.091228,225.160084,54.463466,0,3,2,3,0,1,92,1,2,0,78.999445,0
"6e32fa3d
",1602,1610,0,22.946466,117.553558,42.153955,180.389974,50.065696,0,2,3,2,0,0,42,2,1,1,128.032695,0
"6e32fa41
",1606,1610,0,9.737861,50.539003,20.497581,40.800968,57.571236,1,2,4,2,0,0,109,2,1,1,61.173629,0
"6e32fa76
",1600,1612,0,107.278994,74.764668,5.457496,65.109245,19.928967,0,4,2,NaN,0,0,85,1,0,1,85.637103,0
"6e32fa9f
",1601,1610,0,16.887428,103.056427,14.736402,21.526821,0.712333,0,4,2,4,0,0,57,1,0,1,113.717907,0
"6e32faaa
",1602,1607,0,40.389629,10.847649,49.762294,215.392787,77.159454,0,4,2,3,0,0,149,2,0,1,21.794590,0
"6e32fb8a
",1605,1609,0,70.054019,104.610347,18.804272,40.317472,58.527650,0,NaN,4,2,0,1,55,1,2,0,114.735613,0
"6e32fb92
",1601,1609,0,NaN,0.985333,76.797735,254.743071,20.279207,0,2,3,4,0,1,159,1,2,NaN,11.127618,0
"6e32fb9c
",1606,1607,0,40.155388,45.182578,60.085058,61.566275,11.539188,0,2,3,2,0,1,115,1,1,0,56.001935,0
"6e32fc21
",1602,1609,0,17.597651,72.503777,33.619778,77.319505,29.053965,0,3,2,4,0,0,87,2,1,1,83.017358,0
"6e32fc66
",1602,1607,1,68.375664,146.802324,76.480478,201.790176,13.383227,0,NaN,2,4,1,0,13,0,3,1,156.809207,0
"6e32fcbd
",1600,1611,0,20.325924,70.107195,22.972648,78.881448,10.578362,0,2,3,3,0,0,90,1,0,1,80.370050,0
"6e32fd0f
",1603,1607,0,14.215173,115.100256,107.798852,100.805786,60.605095,0,4,2,2,0,0,45,1,3,NaN,125.392683,0
"6e32fd23
",1603,1607,NaN,16.760184,50.467442,NaN,101.749200,32.915711,0,NaN,4,4,0,0,110,1,1,1,60.890925,0
"6e32fd34
",1604,1610,NaN,60.624149,1.084645,93.159200,94.112931,9.776009,0,3,2,3,0,0,159,1,0,1,11.633937,0
"6e32fd57
",1601,1608,0,37.757128,10.241544,23.836034,77.596300,6.138788,1,2,4,2,0,0,150,1,3,1,20.965526,0
"6e32fd8c
",1600,1610,0,4.143850,NaN,65.872907,22.540723,48.030803,0,NaN,3,2,0,0,74,1,1,1,NaN,0
"6e32fdb4
",1604,1607,0,38.061323,33.755246,23.363253,170.587895,20.543008,0,3,3,2,0,0,126,2,1,1,44.645174,0
"6e32fe00
",1600,1608,0,62.675489,13.637160,86.895663,218.917052,12.620420,0,NaN,4,3,0,1,146,1,3,0,24.536510,0
"6e32fe08
",1602,1608,0,24.928661,61.774909,46.978141,129.198933,68.074298,0,4,3,4,0,NaN,98,1,NaN,1,72.177339,0
"6e32fe1a
",1603,1607,0,77.708597,12.529170,39.834082,18.881012,29.396756,0,3,4,3,0,0,147,1,1,NaN,23.001098,0
"6e32fe39
",1605,1611,0,35.028109,43.998286,39.606412,197.849548,6.423031,0,3,3,4,0,0,116,1,2,1,54.104981,0
"6e32fe50
",1600,1608,0,49.388653,104.179383,4.723609,111.786463,50.814916,0,2,2,3,0,0,56,1,3,1,114.936913,0
"6e32fe86
",1602,1612,0,NaN,6.803466,67.338697,243.239405,34.405980,NaN,2,4,3,0,0,153,1,1,1,17.344282,0
