House ID,Built_Date,Priced_date,Garden,dock_dist,capital_dist,royalMarket_dist,guardingTower_dist,river_dist,renovation,dining,bedroom,bathroom,kingVisit,curse,blessing,farm_land,location,holy_tree,knight_house_dist,builder,Golden Grains
1848823519,1601,1609,0.0,11.938817,2.738666,5.58977,12.033816,17.666228,1.0,3.0,2.0,2.0,0,0.0,157,1,2.0,,13.151035,7.0,1442065.0
1848823524,1601,1607,0.0,13.986232000000001,0.212412,20.485516,138.36250900000002,78.94806,0.0,4.0,3.0,2.0,0,0.0,160,2,1.0,1.0,10.794902,8.0,1583875.0
1848823529,1603,1611,,38.977167,5.128739,44.068565,152.377106,20.965323,0.0,2.0,3.0,4.0,0,0.0,155,1,0.0,,15.41681,,1430528.0
1848823531,1600,1611,0.0,135.36431399999998,85.723029,,48.236596999999996,19.196820000000002,0.0,2.0,2.0,4.0,0,0.0,74,1,1.0,,96.158416,,957702.0
1848823533,1601,1612,0.0,23.614598,24.762207,84.008876,,7.6993100000000005,0.0,4.0,2.0,3.0,0,0.0,135,1,1.0,1.0,35.537406,6.0,1330487.0
1848823539,1602,1611,0.0,,23.338276,126.491446,128.876997,0.630053,0.0,3.0,4.0,2.0,0,0.0,137,1,3.0,1.0,34.143765,8.0,1309373.0
1848823545,1601,1611,0.0,35.488288,68.371189,44.623490000000004,20.89483,37.27244,0.0,,4.0,2.0,0,1.0,92,1,3.0,0.0,78.519339,7.0,1109247.0
1848823548,1603,1608,0.0,57.719253,67.341891,,119.17733700000001,71.789958,0.0,4.0,3.0,4.0,0,0.0,93,1,2.0,1.0,77.701631,9.0,1185887.0
1848823550,1602,1612,0.0,43.15605,66.593962,16.472091,62.472761,42.888742,1.0,3.0,3.0,4.0,0,0.0,93,1,1.0,1.0,77.473677,2.0,1219965.0
1848823553,1603,1607,0.0,81.58993000000001,52.209955,2.228096,125.08883300000001,10.558469,1.0,4.0,2.0,2.0,0,0.0,108,1,,1.0,62.646237,7.0,1322296.0
1848823559,1606,1612,0.0,,20.748392000000003,70.848219,69.096122,16.919434,0.0,4.0,4.0,4.0,0,0.0,139,1,0.0,,31.432421,2.0,1468637.0
1848823561,1603,1610,0.0,52.819705000000006,80.970959,96.656914,70.965631,6.548119,0.0,2.0,2.0,3.0,0,0.0,79,1,3.0,1.0,91.42535699999999,0.0,1017577.0
1848823566,1606,1609,0.0,60.198423999999996,65.50989100000001,108.357045,179.275253,52.220719,0.0,2.0,3.0,3.0,0,0.0,94,2,1.0,1.0,76.231255,6.0,1150209.0
1848823568,1600,1609,0.0,31.038515999999998,0.531688,115.459079,117.59748200000001,53.012429000000004,0.0,3.0,4.0,3.0,0,0.0,159,1,3.0,1.0,11.402158,1.0,1351400.0
1848823571,1605,1608,0.0,85.472652,70.864401,13.310768,21.514951999999997,3.0798919999999996,1.0,2.0,2.0,2.0,0,,89,1,2.0,1.0,81.862921,2.0,1226995.0
1848823575,1603,1610,,18.69285,1.0346959999999998,68.243586,,55.267216000000005,0.0,3.0,2.0,3.0,0,0.0,159,1,3.0,,11.447192999999999,2.0,1328810.0
1848823578,1605,1612,0.0,11.585549,54.728789,13.620052,12.494618,38.447666999999996,0.0,4.0,2.0,3.0,0,0.0,105,1,1.0,,65.333281,6.0,1273623.0
1848823584,1600,1610,0.0,145.034612,25.106037,141.942752,24.82466,21.44816,0.0,4.0,3.0,4.0,0,0.0,135,1,1.0,1.0,36.084848,4.0,1263657.0
1848823590,1600,1607,0.0,1.072398,25.097673999999998,60.114222,143.926651,46.328111,0.0,2.0,4.0,4.0,0,0.0,135,1,1.0,1.0,35.225807,9.0,1386556.0
1848823594,1606,1607,0.0,27.395888,16.519207,21.911711999999998,36.647534,10.327582000000001,,3.0,4.0,4.0,0,0.0,143,1,,1.0,26.808391999999998,2.0,1620012.0
1848823599,1606,1608,1.0,83.884547,60.315918,74.440462,14.186489000000002,3.6598660000000005,1.0,3.0,4.0,4.0,1,0.0,100,0,1.0,1.0,70.653917,2.0,1339790.0
1848823602,1600,1607,0.0,14.335892000000001,125.909425,13.760539000000001,14.041082999999999,14.833136999999999,0.0,4.0,4.0,3.0,0,1.0,34,1,3.0,0.0,136.48103899999998,2.0,1053131.0
1848823605,1602,1607,0.0,,14.771254,47.208782,143.697581,57.99838100000001,0.0,,4.0,4.0,0,0.0,145,1,1.0,1.0,25.249336,5.0,1437162.0
1848823607,1603,1609,0.0,26.569879999999998,8.87772,132.82061399999998,78.734685,35.378384999999994,0.0,3.0,2.0,4.0,0,0.0,151,1,1.0,1.0,19.658196,2.0,1386055.0
1848823611,1601,1611,0.0,,31.803728000000003,76.911213,67.482017,27.337864,0.0,3.0,2.0,4.0,0,0.0,128,1,,1.0,42.522518,1.0,1274727.0
1848823613,1600,1608,0.0,31.795669,3.6940510000000004,45.184515000000005,215.291212,7.53747,0.0,3.0,2.0,4.0,0,0.0,156,1,1.0,1.0,13.728679999999999,2.0,1452049.0
1848823615,1606,1607,0.0,46.037313,87.711658,48.592949,206.456805,67.690842,0.0,2.0,2.0,4.0,0,0.0,72,1,1.0,1.0,97.72198,2.0,1084410.0
1848823621,1601,1609,0.0,6.664953999999999,6.412423,61.399993,118.533229,8.780965,0.0,3.0,3.0,4.0,0,0.0,154,1,1.0,1.0,16.99148,2.0,1495850.0
1848823623,1604,1611,,12.540865,27.528001,132.196721,102.17994200000001,41.822487,0.0,2.0,2.0,3.0,0,0.0,132,2,3.0,1.0,37.882273,2.0,1240531.0
1848823627,1600,1609,0.0,26.910971999999997,5.051018,95.267946,124.213778,42.63296,0.0,3.0,3.0,4.0,0,1.0,155,1,2.0,,15.775998000000001,3.0,1315905.0
1848823633,1602,1608,0.0,,26.532328000000003,12.94138,27.03828,27.094843,0.0,3.0,3.0,4.0,0,0.0,133,1,2.0,1.0,36.682973,2.0,1434583.0
1848823639,1605,1610,0.0,24.658268,15.220463,81.003364,234.799022,20.10387,0.0,4.0,4.0,3.0,0,1.0,145,2,1.0,0.0,25.854943,5.0,1485374.0
1848823643,1603,1610,1.0,1.1229040000000001,12.733926,18.667091,50.964912,4.094995,,2.0,,3.0,1,0.0,147,0,1.0,,23.563624,5.0,1419395.0
1848823647,1603,1608,0.0,8.938509,98.652182,70.194408,84.156413,60.819793999999995,1.0,2.0,3.0,3.0,0,0.0,61,2,2.0,1.0,109.42210700000001,1.0,1048217.0
1848823651,1605,1608,0.0,3.246707,98.765114,150.032514,205.231808,6.41729,0.0,3.0,3.0,,0,0.0,61,2,1.0,1.0,109.29358700000002,3.0,1082473.0
1848823655,1600,1610,0.0,119.1877,31.16518,2.913328,183.857944,24.478625,0.0,2.0,2.0,4.0,0,0.0,129,1,,1.0,41.673909,2.0,1255892.0
1848823661,1600,1610,0.0,63.86115699999999,14.148026000000002,23.545431,88.662829,36.686378999999995,0.0,4.0,3.0,2.0,0,0.0,146,1,2.0,1.0,24.819694000000002,2.0,1414831.0
1848823664,1600,1611,0.0,,61.604752000000005,85.026054,111.073489,17.494191,,3.0,3.0,3.0,0,0.0,98,2,1.0,1.0,72.449136,,1195212.0
1848823667,1600,1608,0.0,18.839709,20.800243,129.162646,14.489745000000001,51.55232,,3.0,2.0,2.0,0,0.0,139,1,0.0,1.0,31.21515,2.0,1360914.0
1848823670,1606,1608,0.0,54.645920999999994,87.174747,16.476015,59.149910999999996,2.980832,0.0,2.0,2.0,3.0,0,1.0,73,1,3.0,0.0,98.032248,4.0,1136222.0
1848823676,1602,1612,0.0,151.105728,111.96594099999999,99.671185,72.036244,9.879558,0.0,3.0,2.0,2.0,0,0.0,48,1,2.0,1.0,122.889439,4.0,837994.0
1848823680,1605,1612,0.0,11.666815,27.953048,50.869864,7.977065,13.758185000000001,0.0,3.0,4.0,3.0,0,0.0,132,1,1.0,,38.774105,4.0,1426681.0
1848823686,1600,1610,0.0,91.99589499999999,12.801883,36.038488,65.958943,6.4830239999999995,1.0,2.0,2.0,2.0,0,0.0,147,1,1.0,1.0,23.422529,2.0,1377761.0
1848823692,1606,1607,,28.097092,24.365967,47.656262,27.190590000000004,29.957674,0.0,3.0,4.0,3.0,0,0.0,136,1,1.0,1.0,35.355721,,1540500.0
1848823698,1601,1608,,11.381960000000001,23.760392,32.981737,67.083665,21.011419,0.0,,2.0,,0,1.0,136,1,1.0,0.0,34.292891999999995,6.0,1370730.0
1848823700,1604,1610,0.0,34.380313,37.491263000000004,73.30761,213.518082,8.596491,0.0,2.0,2.0,3.0,0,,123,1,1.0,1.0,47.990319,,1274514.0
1848823704,1600,1611,0.0,35.572115000000004,21.289962,15.138499,219.322458,25.023969,0.0,4.0,4.0,2.0,0,1.0,139,2,2.0,0.0,31.422184,,1406518.0
1848823709,1604,1607,0.0,57.23099499999999,119.778364,1.543217,45.556787,43.794177000000005,0.0,4.0,4.0,2.0,0,1.0,40,2,3.0,0.0,130.205692,,1106558.0
1848823711,1603,1609,0.0,,56.883775,2.550933,53.288066,9.764942999999999,0.0,3.0,2.0,4.0,0,1.0,103,1,1.0,0.0,67.63754499999999,2.0,1311503.0
1848823715,1604,1612,0.0,62.10475400000001,107.68775500000001,56.15136,122.390194,77.656929,,3.0,4.0,3.0,0,,52,1,1.0,1.0,118.00341399999999,4.0,994838.0
1848823721,1606,1608,0.0,82.283966,4.331436,29.043012,119.126593,24.298254999999997,0.0,,2.0,3.0,0,1.0,156,1,3.0,0.0,14.695101999999999,0.0,1409057.0
1848823725,1602,1610,0.0,89.226178,0.416545,83.03560300000001,120.919853,34.279911,0.0,2.0,2.0,3.0,0,0.0,160,1,1.0,1.0,10.630346000000001,,1359193.0
1848823729,1604,1609,0.0,34.600947,35.698995000000004,110.50005300000001,86.664647,41.447449,0.0,3.0,4.0,4.0,0,0.0,124,1,0.0,,46.459145,1.0,1321611.0
1848823735,1603,1611,0.0,34.524141,,6.740951,222.341302,1.821655,0.0,4.0,2.0,4.0,0,0.0,74,1,1.0,1.0,,0.0,1317434.0
1848823737,1600,1610,0.0,26.174476000000002,4.460661,12.904976,123.56806399999999,43.261003,0.0,3.0,3.0,2.0,0,0.0,156,2,1.0,1.0,15.207348000000001,4.0,1494069.0
1848823740,1604,1612,0.0,17.667579999999997,61.310843000000006,122.809509,128.133129,4.424503,0.0,4.0,3.0,3.0,0,0.0,99,2,0.0,1.0,71.788989,,1290309.0
1848823744,1603,1610,0.0,3.532019,49.64613,33.39117,74.198027,18.551798,0.0,,4.0,3.0,0,0.0,110,2,1.0,1.0,60.196272,5.0,1399373.0
1848823749,1600,1611,0.0,20.203495999999998,99.86107,59.873768999999996,190.421617,1.672798,1.0,2.0,3.0,4.0,0,0.0,60,1,1.0,1.0,110.478163,5.0,1008656.0
1848823752,1600,1609,0.0,27.013595000000002,13.134552,31.489187,44.880303999999995,38.304237,0.0,2.0,,3.0,0,,147,1,2.0,1.0,23.512504,2.0,1377460.0
1848823754,1600,1607,1.0,4.1021589999999994,24.909507,38.478102,145.19808899999998,55.02216800000001,0.0,,4.0,4.0,1,0.0,135,0,0.0,,35.117409,7.0,1348625.0
1848823759,1600,1609,0.0,54.39761899999999,34.328905999999996,15.621175,43.039403,13.210756,0.0,3.0,4.0,3.0,0,0.0,126,1,1.0,,44.565672,7.0,1344978.0
1848823763,1600,1612,0.0,0.550172,52.901633,114.41086100000001,,20.379008,0.0,2.0,3.0,4.0,0,0.0,107,1,1.0,1.0,63.465074,6.0,1167093.0
1848823765,1601,1611,,38.877415,25.065928,,76.196189,1.2577209999999999,0.0,3.0,3.0,3.0,0,0.0,135,2,2.0,,35.568437,0.0,1333643.0
1848823770,1600,1610,0.0,11.603696000000001,26.137153,90.88417,122.79844399999999,4.528548000000001,1.0,3.0,3.0,2.0,0,0.0,134,1,1.0,1.0,36.195189,2.0,1342903.0
1848823774,1600,1607,0.0,29.751994,35.790417,7.269568,170.610065,47.287544,0.0,4.0,,3.0,0,0.0,124,1,1.0,1.0,46.502972,9.0,1353618.0
1848823777,1602,1611,0.0,34.191925,0.5292020000000001,35.085326,148.2714,12.546223,0.0,,2.0,,0,0.0,159,1,1.0,1.0,11.516110000000001,2.0,1436392.0
1848823780,1602,1611,,39.18463,21.001339,49.370682,25.958395,0.732612,0.0,3.0,3.0,2.0,0,0.0,139,1,1.0,1.0,31.679896999999997,2.0,1450159.0
1848823783,1600,1608,,60.881088,11.632695,44.475839,107.611778,15.773875,0.0,4.0,3.0,2.0,0,1.0,148,1,1.0,1.0,21.737822,1.0,1442146.0
1848823788,1602,1612,1.0,49.458007,,77.048386,96.27154200000001,5.063825,0.0,4.0,4.0,2.0,1,0.0,74,0,1.0,,,9.0,1217268.0
1848823790,1605,1611,0.0,20.487807999999998,,29.498542999999998,98.52981700000001,51.114954,0.0,3.0,2.0,3.0,0,0.0,74,1,0.0,1.0,,5.0,1350144.0
1848823792,1602,1609,0.0,,18.792642,17.693796,136.90373300000002,37.24402,,2.0,4.0,2.0,0,0.0,141,1,1.0,1.0,29.451655,2.0,1435316.0
1848823797,1605,1609,,,53.910194999999995,,72.80171800000001,17.011374,1.0,3.0,4.0,2.0,0,0.0,106,1,2.0,1.0,64.02721,2.0,1341556.0
1848823801,1601,1610,0.0,136.474649,50.332725,140.461249,,21.920179,,3.0,2.0,2.0,0,0.0,110,1,1.0,1.0,60.487683,2.0,1078135.0
1848823803,1602,1610,0.0,,14.814197,54.754213,24.887373,58.408258,0.0,2.0,4.0,3.0,0,0.0,145,1,1.0,1.0,25.728207,2.0,1434461.0
1848823807,1605,1612,0.0,55.194201,106.867728,112.204225,7.331488,13.643248000000002,0.0,,4.0,2.0,0,0.0,53,1,3.0,1.0,117.688478,3.0,995384.0
1848823811,1606,1608,,,84.490468,60.12596800000001,47.483615,57.461829,0.0,2.0,2.0,4.0,0,1.0,76,2,,0.0,95.46070999999999,8.0,1172013.0
1848823817,1603,1608,0.0,,118.90865500000001,73.607791,110.43733200000001,1.123113,0.0,,3.0,3.0,0,1.0,41,1,0.0,0.0,129.656878,2.0,1020444.0
1848823820,1601,1609,0.0,28.194885,8.090356,57.049838,121.737656,10.72477,0.0,3.0,2.0,2.0,0,1.0,152,1,1.0,0.0,18.568358,7.0,1394892.0
1848823822,1606,1611,,0.988599,66.068513,,15.561160999999998,83.44828100000001,0.0,3.0,4.0,4.0,0,0.0,94,1,2.0,1.0,76.604668,2.0,1261775.0
1848823827,1602,1611,0.0,60.548904,39.851566,35.428939,56.675428000000004,39.250533000000004,0.0,4.0,3.0,4.0,0,1.0,120,2,,0.0,50.450784000000006,,1360182.0
1848823831,1604,1609,,93.673364,107.32511799999999,55.813361,67.798236,25.498414,1.0,3.0,4.0,,0,0.0,53,1,1.0,1.0,117.57576599999999,2.0,1083058.0
1848823836,1606,1607,0.0,29.348648999999998,33.914079,26.547489000000002,129.504031,21.441570000000002,0.0,3.0,2.0,4.0,0,0.0,126,1,1.0,1.0,44.651891,4.0,1441579.0
1848823840,1606,1612,0.0,116.232545,,135.95518,96.90175,75.913338,0.0,3.0,4.0,2.0,0,0.0,74,2,2.0,1.0,,3.0,1173528.0
1848823846,1600,1610,0.0,21.926644,113.15226899999999,72.55794300000001,31.530238,17.352285000000002,0.0,3.0,3.0,4.0,0,0.0,47,2,,1.0,123.25377399999999,4.0,1039902.0
1848823851,1606,1607,0.0,42.310602,0.463851,39.596049,84.951802,2.8317349999999997,0.0,4.0,3.0,3.0,0,0.0,160,1,0.0,,11.234357000000001,2.0,1625105.0
1848823856,1606,1607,1.0,44.74755,112.54050500000001,33.670629999999996,90.308479,3.353507,0.0,4.0,2.0,2.0,1,,47,0,0.0,1.0,122.855294,5.0,1170811.0
1848823861,1606,1612,0.0,42.73277,8.168785,138.642448,44.588025,66.34723699999999,0.0,4.0,3.0,3.0,0,1.0,152,1,1.0,0.0,18.370135,8.0,1411090.0
1848823863,1601,1608,0.0,109.12251,56.071738,59.715593000000005,120.89358700000001,27.316383000000002,0.0,2.0,4.0,3.0,0,0.0,104,1,1.0,1.0,66.54901,2.0,1203662.0
1848823865,1602,1607,0.0,47.13049,43.935515,89.749169,28.556451000000003,17.897503,0.0,,2.0,,0,0.0,116,2,3.0,1.0,54.744624,1.0,1230244.0
1848823870,1602,1610,0.0,43.129349,11.175477,59.538045999999994,163.81011999999998,1.138075,0.0,4.0,4.0,2.0,0,0.0,149,1,2.0,1.0,21.881547,2.0,1462847.0
1848823875,1603,1610,0.0,107.670121,25.960131,87.189539,135.664742,12.397642999999999,,3.0,2.0,4.0,0,0.0,134,1,3.0,1.0,36.170315,4.0,1241409.0
1848823877,1605,1612,,19.038547,7.477386,19.373641,2.866873,11.659058,0.0,4.0,4.0,4.0,0,0.0,153,2,1.0,1.0,18.086382999999998,1.0,1650169.0
1848823882,1605,1610,1.0,5.745062,15.731654999999998,78.417276,160.151949,30.693682,0.0,4.0,2.0,2.0,1,0.0,144,0,1.0,,26.391128000000002,2.0,1350458.0
1848823886,1604,1607,1.0,31.001006,39.587552,,43.951167,9.731898,,2.0,3.0,3.0,1,0.0,120,0,,1.0,49.85903,2.0,1383929.0
1848823888,1600,1610,0.0,144.839853,3.916571,13.078234,37.845593,25.428054,0.0,4.0,4.0,3.0,0,0.0,156,1,1.0,1.0,14.369894,6.0,1478473.0
1848823890,1601,1611,0.0,118.65173600000001,32.700903000000004,56.862286,5.995957,39.460784000000004,,,2.0,2.0,0,0.0,127,2,0.0,1.0,42.837121,6.0,1292524.0
1848823896,1602,1611,0.0,84.271118,131.95257800000002,12.889536,90.78009399999999,27.119840999999997,,4.0,2.0,2.0,0,0.0,28,1,3.0,1.0,142.71465800000001,9.0,870679.0
1848823899,1600,1610,0.0,25.546042,23.948609,85.761268,24.334488,8.834375,1.0,3.0,,4.0,0,0.0,136,1,1.0,1.0,34.942444,,1356376.0
1848823901,1606,1608,1.0,,59.517323,41.629638,91.33015999999999,51.924313,1.0,2.0,2.0,2.0,1,0.0,100,0,0.0,1.0,69.71465500000001,6.0,1248401.0
1848823904,1602,1612,1.0,0.066082,73.680323,12.413408,162.76623500000002,2.322611,0.0,4.0,3.0,4.0,1,0.0,86,0,,1.0,84.15177299999999,2.0,1238448.0
1848823908,1600,1608,0.0,47.443566,145.77381699999998,20.186212,122.99707,17.225251,0.0,2.0,2.0,3.0,0,0.0,14,2,1.0,,156.081031,7.0,803514.0
1848823914,1600,1609,0.0,94.598577,77.05900600000001,120.436472,117.729776,10.701775,,4.0,4.0,2.0,0,0.0,83,1,2.0,1.0,88.00755600000001,2.0,1089772.0
1848823917,1603,1608,0.0,,52.160561,21.639960000000002,137.60503300000002,45.171562,0.0,2.0,2.0,2.0,0,0.0,108,2,0.0,1.0,62.337068,8.0,1345168.0
1848823922,1602,1607,0.0,69.296172,12.947486,112.24458100000001,174.606217,42.394393,,2.0,3.0,2.0,0,0.0,147,1,3.0,,23.463134,,1222552.0
1848823927,1605,1609,,,35.647738000000004,19.902401,114.893095,38.737328000000005,0.0,2.0,4.0,3.0,0,0.0,124,1,1.0,1.0,45.940609,1.0,1395999.0
1848823932,1603,1608,0.0,55.642860999999996,92.817319,1.64982,5.893055,17.413551000000002,0.0,,3.0,3.0,0,0.0,67,1,2.0,1.0,103.239226,7.0,1148988.0
1848823937,1604,1607,0.0,35.76766,75.617038,6.54546,11.762571000000001,8.325646,0.0,,2.0,,0,1.0,84,2,3.0,,85.737595,5.0,1168961.0
1848823942,1601,1611,0.0,34.299644,3.883454,98.056921,22.408685000000002,31.032398999999998,0.0,2.0,3.0,2.0,0,0.0,156,1,1.0,1.0,14.045466000000001,2.0,1399301.0
1848823944,1603,1611,0.0,3.9194190000000004,10.127855,1.9440990000000002,95.8239,0.297842,0.0,3.0,4.0,3.0,0,0.0,150,2,1.0,1.0,21.102148,5.0,1606279.0
1848823950,1603,1608,0.0,43.825607,,91.589664,34.186859999999996,49.638961,0.0,,2.0,4.0,0,0.0,74,1,3.0,1.0,,2.0,1184116.0
1848823956,1604,1610,1.0,56.681729000000004,43.659217,16.894884,196.335776,45.80167,,2.0,3.0,2.0,1,,116,0,1.0,1.0,54.25550500000001,2.0,1262916.0
1848823958,1602,1611,0.0,82.550344,23.907579000000002,,246.816762,3.8033989999999998,1.0,2.0,4.0,4.0,0,0.0,136,1,1.0,1.0,33.962491,4.0,1343778.0
1848823963,1600,1610,,6.133424,9.548414,62.14781,164.368723,51.074174,0.0,2.0,2.0,4.0,0,0.0,150,1,3.0,,19.852732,8.0,1260929.0
1848823965,1606,1612,0.0,56.083481000000006,44.952248,,83.564314,55.555218,0.0,2.0,2.0,3.0,0,0.0,115,2,3.0,1.0,55.721486,9.0,1200621.0
1848823967,1602,1612,0.0,67.665324,29.385811999999998,,77.241302,57.349442,0.0,3.0,3.0,2.0,0,0.0,131,1,1.0,,39.738462,2.0,1240153.0
1848823973,1606,1610,0.0,16.052652,114.943975,,57.513601,55.96165799999999,0.0,2.0,4.0,3.0,0,1.0,45,1,1.0,,125.462999,9.0,979872.0
1848823977,1601,1611,0.0,34.516962,12.362987,51.752340999999994,221.16768399999998,23.389574,0.0,3.0,4.0,4.0,0,0.0,148,1,3.0,,23.207646,8.0,1334481.0
1848823983,1603,1607,0.0,110.908864,33.477492,48.564873999999996,126.31342099999999,45.312225,0.0,2.0,2.0,4.0,0,1.0,127,1,1.0,0.0,44.072108,3.0,1271734.0
1848823987,1605,1608,1.0,10.192758,19.046904,26.831774,116.58344699999999,0.559862,0.0,3.0,3.0,2.0,1,0.0,141,0,1.0,,29.219473999999998,9.0,1451445.0
1848823991,1605,1608,0.0,15.540482999999998,28.062065000000004,,242.323996,42.787678,0.0,,4.0,3.0,0,0.0,132,1,2.0,1.0,38.883146,2.0,1367343.0
1848823996,1605,1609,0.0,,127.118131,49.134277000000004,163.682458,7.1052919999999995,0.0,3.0,2.0,2.0,0,0.0,33,1,1.0,1.0,137.16614199999998,2.0,978250.0
1848824000,1606,1610,0.0,35.988844,4.570255,67.579542,157.877738,15.756025,0.0,2.0,3.0,4.0,0,0.0,155,1,1.0,1.0,15.068710999999999,0.0,1462503.0
1848824003,1605,1612,,28.557636,13.557405,72.853128,59.226068000000005,30.014551,0.0,4.0,3.0,4.0,0,0.0,146,1,1.0,1.0,23.662876,4.0,1480960.0
1848824007,1604,1607,0.0,17.820094,10.760071,10.996215,45.620881,76.96040699999999,1.0,3.0,3.0,3.0,0,0.0,149,2,3.0,,21.113511,7.0,1424332.0
1848824011,1603,1611,0.0,,78.850443,6.498857,15.481470000000002,8.824828,0.0,4.0,2.0,4.0,0,0.0,81,1,2.0,1.0,89.290594,2.0,1211971.0
1848824017,1604,1612,0.0,11.455146000000001,3.0531040000000003,20.154283,118.185419,31.067657,0.0,,2.0,4.0,0,0.0,157,1,1.0,1.0,13.839556,2.0,1474911.0
1848824020,1605,1612,0.0,45.707423999999996,14.59141,58.432703000000004,49.510968,23.764293,0.0,3.0,4.0,2.0,0,0.0,145,2,1.0,1.0,25.306428,2.0,1512991.0
1848824023,1603,1607,0.0,39.59835,36.602832,1.201718,151.378858,28.811390000000003,,3.0,3.0,2.0,0,0.0,123,1,1.0,1.0,47.182368,2.0,1415527.0
1848824027,1603,1610,0.0,17.557024,9.794132000000001,3.8048040000000003,289.066307,31.805639000000003,,3.0,4.0,2.0,0,0.0,150,1,1.0,1.0,19.957548000000003,9.0,1479955.0
1848824033,1605,1609,0.0,75.182362,80.598167,43.631966,82.331429,20.256664999999998,0.0,2.0,2.0,4.0,0,0.0,79,1,1.0,1.0,91.370785,5.0,1145873.0
1848824036,1601,1607,0.0,8.864301,,42.615596999999994,27.854425,22.843904000000002,0.0,,4.0,3.0,0,0.0,74,1,1.0,,,2.0,1327632.0
1848824038,1605,1608,0.0,66.923139,18.75495,68.149748,154.00903799999998,23.658776,0.0,,3.0,,0,0.0,141,1,3.0,,28.865899,2.0,1283729.0
1848824042,1604,1611,0.0,,107.57295,1.9570509999999999,172.678117,47.079764000000004,0.0,4.0,3.0,2.0,0,0.0,52,1,3.0,1.0,118.327367,9.0,1009037.0
1848824046,1603,1609,0.0,54.184365,,92.093512,164.64825,2.2142939999999998,0.0,4.0,4.0,,0,1.0,74,2,3.0,0.0,,2.0,1288606.0
1848824048,1601,1609,0.0,26.711370000000002,6.049405999999999,18.368994,138.357459,2.595396,0.0,4.0,2.0,4.0,0,0.0,154,1,3.0,1.0,16.973334,2.0,1458447.0
1848824051,1606,1611,0.0,83.914728,107.184545,57.067604,147.898157,55.592034,0.0,2.0,4.0,4.0,0,1.0,53,1,1.0,,117.410316,0.0,930118.0
1848824055,1600,1607,0.0,64.028965,11.437761,34.560742,91.510234,63.798997,0.0,4.0,3.0,3.0,0,,149,1,1.0,1.0,22.226814,2.0,1453474.0
1848824059,1601,1612,,36.579149,12.49898,72.276962,213.38574300000002,9.263226,0.0,2.0,3.0,4.0,0,0.0,148,2,1.0,1.0,22.869774,2.0,1378274.0
1848824065,1606,1612,0.0,81.893052,7.778528999999999,10.544569000000001,3.492928,24.076,0.0,4.0,3.0,2.0,0,0.0,152,1,3.0,1.0,18.529869,5.0,1496291.0
1848824071,1606,1608,0.0,,70.722767,,266.193706,16.934336,0.0,3.0,3.0,3.0,0,0.0,89,2,1.0,1.0,81.45746899999999,2.0,1262934.0
1848824075,1604,1607,0.0,72.158507,34.835396,18.149158,186.593414,67.31585600000001,1.0,3.0,3.0,3.0,0,1.0,125,1,1.0,0.0,44.912973,2.0,1331622.0
1848824079,1605,1608,0.0,51.148075,16.326244,109.613235,123.868738,11.439484,0.0,,2.0,2.0,0,0.0,144,1,,1.0,26.442190999999998,3.0,1387334.0
1848824084,1603,1608,0.0,44.591963,21.443521,61.351006999999996,18.89276,6.320174,0.0,4.0,2.0,4.0,0,0.0,139,2,,,31.797165999999997,7.0,1414528.0
